offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q3_balance,range,min
No,Air Miles,Postcard,Medium,1,No,Low,3,1,5,Yes,1108.5,1745.0,1382.0,363.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1090.25,671.0,1225.0,617.0
No,Points,Letter,Medium,1,No,High,3,1,4,No,1332.75,1716.0,786.0,930.0
No,Air Miles,Postcard,Low,2,No,Low,2,2,6,Yes,1099.0,1169.0,1284.0,502.0
No,Cash Back,Postcard,High,1,Yes,High,1,1,4,No,705.25,678.0,222.0,634.0
No,Points,Postcard,Low,1,No,Medium,4,2,4,No,785.0,736.0,206.0,714.0
No,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,1296.0,1302.0,1001.0,769.0
No,Cash Back,Letter,Low,1,No,Medium,1,2,5,No,1040.0,809.0,482.0,809.0
No,Points,Letter,Medium,2,No,Medium,3,1,5,Yes,935.0,584.0,1474.0,249.0
No,Points,Postcard,High,2,No,Medium,4,1,3,No,857.75,948.0,182.0,766.0
No,Cash Back,Letter,Medium,1,No,High,2,2,5,No,1800.5,1838.0,401.0,1554.0
No,Points,Letter,High,1,No,High,2,1,5,No,314.75,114.0,385.0,114.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,2,3,Yes,728.5,718.0,182.0,656.0
No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1478.25,1753.0,1423.0,715.0
No,Cash Back,Letter,High,2,No,High,2,1,3,Yes,663.75,568.0,162.0,568.0
No,Air Miles,Letter,High,2,Yes,Medium,3,1,4,Yes,1094.0,1248.0,1418.0,243.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,2,2,3,Yes,1193.0,1422.0,637.0,785.0
No,Points,Letter,Medium,2,No,Medium,1,1,4,Yes,989.25,618.0,1265.0,336.0
No,Air Miles,Letter,High,2,No,High,1,2,4,No,1106.75,903.0,1425.0,564.0
No,Cash Back,Letter,High,2,Yes,Medium,1,2,5,No,991.0,972.0,1886.0,151.0
No,Cash Back,Letter,Low,1,Yes,Low,1,1,5,Yes,279.5,128.0,274.0,128.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,No,314.5,496.0,310.0,186.0
No,Points,Letter,Low,1,No,High,2,1,2,Yes,1344.5,1623.0,1265.0,676.0
No,Cash Back,Letter,Low,1,Yes,Low,3,1,3,No,740.75,628.0,207.0,628.0
Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1310.25,1803.0,1007.0,796.0
No,Cash Back,Postcard,Low,2,No,Low,2,2,4,Yes,1037.75,1022.0,1640.0,195.0
No,Points,Letter,Medium,2,No,Low,2,1,3,No,1008.5,805.0,1344.0,383.0
No,Points,Letter,High,1,No,Medium,3,2,1,Yes,1242.0,1325.0,513.0,882.0
Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,203.5,372.0,348.0,24.0
No,Points,Letter,High,1,No,Low,2,1,2,Yes,916.25,415.0,1058.0,415.0
No,Air Miles,Letter,Low,1,No,High,3,1,3,Yes,928.25,825.0,1461.0,74.0
No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,268.0,184.0,322.0,155.0
No,Points,Postcard,High,1,Yes,Low,2,2,5,No,1286.5,1623.0,965.0,812.0
No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,1252.75,1223.0,387.0,1115.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1134.0,993.0,691.0,730.0
No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,687.5,728.0,239.0,564.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,6,Yes,1239.0,418.0,1392.0,418.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,1,No,241.5,41.0,416.0,41.0
No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,376.25,442.0,207.0,235.0
No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,187.0,128.0,336.0,74.0
No,Cash Back,Postcard,High,1,No,Low,3,1,2,No,1105.5,1029.0,1144.0,646.0
No,Air Miles,Letter,Low,2,No,Medium,2,2,5,Yes,752.75,596.0,273.0,596.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,626.75,533.0,203.0,533.0
No,Air Miles,Letter,High,1,No,Medium,2,2,4,No,1429.5,2214.0,1340.0,874.0
No,Cash Back,Letter,High,1,No,Low,1,1,3,No,1047.0,823.0,1576.0,372.0
No,Cash Back,Letter,Low,1,No,Low,2,1,5,Yes,818.5,560.0,389.0,560.0
No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,885.0,862.0,672.0,606.0
No,Points,Postcard,High,1,No,Medium,1,1,2,No,727.5,627.0,270.0,588.0
No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1332.75,701.0,1153.0,701.0
No,Cash Back,Letter,Low,1,Yes,Low,3,1,3,Yes,1150.25,1078.0,1188.0,523.0
No,Cash Back,Postcard,High,1,No,High,2,1,4,No,809.5,1438.0,1389.0,49.0
No,Points,Postcard,Medium,2,No,Low,2,1,3,No,1187.25,1649.0,1067.0,655.0
No,Points,Letter,High,2,No,Medium,2,1,3,Yes,921.5,694.0,1785.0,22.0
No,Cash Back,Letter,Low,2,No,Medium,2,2,3,Yes,1007.0,945.5,329.0,703.0
Yes,Cash Back,Postcard,Low,1,No,Medium,2,1,2,Yes,748.25,645.0,230.0,645.0
No,Cash Back,Postcard,Low,1,No,Medium,1,1,5,No,329.5,271.0,107.0,271.0
No,Points,Postcard,Low,1,No,High,2,2,3,No,977.0,512.0,1860.0,51.0
No,Air Miles,Letter,High,1,No,Medium,2,1,2,Yes,1177.25,1272.0,892.0,667.0
No,Air Miles,Postcard,Low,1,No,Low,2,1,2,No,1126.5,712.0,1624.0,240.0
No,Points,Letter,High,1,No,High,2,1,5,Yes,390.5,315.0,167.0,315.0
No,Points,Letter,Low,2,No,Low,3,1,4,No,966.5,643.0,1717.0,147.0
No,Air Miles,Letter,Medium,2,No,Medium,3,1,2,Yes,1020.5,934.0,1806.0,16.0
No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,999.75,797.0,1235.0,468.0
No,Air Miles,Letter,High,1,No,Medium,1,1,5,No,726.5,771.0,306.0,562.0
No,Air Miles,Letter,Medium,1,No,Low,3,1,3,No,997.5,1273.0,1311.0,393.0
No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,668.25,597.0,314.0,575.0
No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,990.5,926.0,1179.0,428.0
No,Air Miles,Letter,High,1,No,Medium,2,1,5,Yes,641.25,557.0,242.0,557.0
No,Cash Back,Postcard,High,1,No,Low,1,1,2,Yes,887.75,856.0,222.0,775.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,258.25,371.0,301.0,73.0
No,Cash Back,Letter,Medium,2,No,High,3,1,4,Yes,1254.5,435.0,1487.0,435.0
No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,664.5,573.0,210.0,573.0
No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,No,1209.75,1800.0,976.0,824.0
No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,802.5,726.0,144.0,726.0
No,Points,Postcard,Low,1,Yes,High,2,1,4,No,1201.0,1423.0,1794.0,306.0
No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,245.75,126.0,329.0,126.0
No,Air Miles,Postcard,Medium,2,No,High,3,2,2,No,1113.25,896.0,1452.0,609.0
No,Cash Back,Postcard,Medium,2,No,High,1,1,2,No,1148.25,1459.0,613.0,846.0
Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,940.5,2124.0,1847.0,277.0
No,Points,Postcard,Medium,2,No,High,1,2,2,Yes,224.75,52.0,385.0,52.0
No,Cash Back,Postcard,High,1,No,High,2,1,1,No,1347.0,1385.0,1028.0,766.0
No,Points,Letter,Medium,2,No,Medium,2,2,3,Yes,648.25,594.0,111.0,594.0
No,Cash Back,Postcard,High,2,No,Low,1,1,5,No,1005.75,810.0,1822.0,79.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1177.5,1152.0,1895.0,186.0
No,Cash Back,Letter,High,1,Yes,Low,3,1,4,Yes,1116.5,1540.0,1371.0,391.0
No,Cash Back,Letter,Medium,2,No,Medium,1,2,3,Yes,1341.0,1905.0,1311.0,594.0
No,Points,Letter,High,1,No,High,3,1,5,Yes,785.5,669.0,271.0,669.0
No,Points,Letter,Low,1,No,High,2,1,5,Yes,1422.0,1618.0,764.0,894.0
No,Cash Back,Postcard,High,1,Yes,Medium,2,2,3,Yes,930.25,1476.0,1359.0,117.0
No,Air Miles,Letter,Low,2,No,Medium,1,1,4,Yes,997.5,775.0,1459.0,378.0
No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,821.25,944.0,292.0,662.0
No,Points,Postcard,Low,2,No,Medium,4,1,2,Yes,346.75,382.0,288.0,177.0
No,Points,Letter,Low,1,Yes,Low,2,2,5,Yes,1184.75,1792.0,1124.0,668.0
No,Cash Back,Postcard,Medium,2,No,Medium,3,1,5,Yes,1019.25,928.0,1111.0,499.0
No,Points,Letter,Low,2,No,Low,2,1,3,No,1079.75,1694.0,1484.0,210.0
No,Points,Postcard,Medium,1,No,High,4,2,2,No,189.0,294.0,233.0,61.0
No,Cash Back,Postcard,High,2,No,Medium,3,1,4,Yes,984.0,506.0,1013.0,506.0
No,Air Miles,Letter,High,1,No,Low,3,1,4,No,154.0,65.0,211.0,65.0
Yes,Air Miles,Letter,Medium,1,Yes,Medium,3,2,3,Yes,679.75,546.0,305.0,546.0
No,Air Miles,Letter,High,1,No,Medium,2,1,6,Yes,280.5,378.0,229.0,149.0
No,Points,Letter,High,1,No,High,1,1,4,Yes,1140.75,1430.0,1543.0,455.0
No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,1128.5,1873.0,1512.0,361.0
No,Air Miles,Letter,Medium,1,No,High,2,2,2,Yes,1193.75,978.0,973.0,759.0
No,Points,Postcard,Medium,2,Yes,Medium,2,2,6,Yes,1004.75,564.0,1442.0,476.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,220.0,54.0,324.0,54.0
No,Cash Back,Letter,High,1,No,High,3,1,3,Yes,876.75,585.0,1397.0,122.0
No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,1358.75,1627.0,920.0,809.0
No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,1008.25,778.0,1088.0,420.0
No,Air Miles,Postcard,Medium,1,No,High,2,2,5,Yes,1234.5,1918.0,1882.0,36.0
No,Air Miles,Postcard,Low,1,No,Low,3,1,5,Yes,1164.25,1468.0,1447.0,545.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,981.75,1161.0,1459.0,251.0
No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,1219.5,2135.0,1493.0,642.0
No,Points,Postcard,Medium,2,No,Medium,2,2,3,No,1211.25,2186.0,1681.0,505.0
No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,755.75,662.0,399.0,528.0
Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,1282.5,958.0,1841.0,295.0
No,Points,Letter,Low,1,No,High,1,2,5,Yes,1069.0,1070.0,997.0,637.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,3,Yes,980.25,817.0,1426.0,219.0
No,Points,Letter,Medium,2,Yes,High,2,1,4,Yes,719.5,804.0,217.0,587.0
No,Air Miles,Letter,Low,1,Yes,Medium,1,1,3,Yes,208.0,93.0,235.0,93.0
No,Cash Back,Postcard,High,1,Yes,High,2,1,5,No,1174.0,1802.0,1396.0,406.0
No,Air Miles,Postcard,Low,2,No,Low,2,1,5,Yes,1182.5,1296.0,1248.0,337.0
No,Points,Letter,High,1,No,High,1,1,3,No,1152.5,1574.0,1021.0,553.0
No,Points,Letter,High,1,No,Low,3,2,3,No,1152.75,2085.0,1978.0,107.0
No,Air Miles,Postcard,Medium,1,No,Medium,3,2,3,No,1148.5,1834.0,1165.0,669.0
No,Points,Letter,Low,1,Yes,Low,2,1,5,Yes,944.5,826.0,1566.0,141.0
No,Points,Postcard,High,1,No,Medium,3,2,4,Yes,662.0,829.0,306.0,523.0
No,Points,Postcard,Medium,1,No,Low,2,2,3,Yes,794.75,952.0,321.0,631.0
No,Air Miles,Postcard,Low,1,No,High,2,1,2,No,326.5,343.0,382.0,84.0
No,Cash Back,Letter,Medium,2,No,Medium,3,2,3,Yes,1373.75,1075.0,1437.0,593.0
No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,975.75,544.0,1149.0,485.0
No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,1057.75,2122.0,1833.0,289.0
No,Cash Back,Postcard,Medium,2,No,High,3,2,5,No,1873.75,1894.0,255.0,1725.0
No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,989.75,1357.0,795.0,562.0
No,Points,Letter,Medium,1,No,Low,1,1,1,Yes,763.75,1134.0,680.0,454.0
No,Points,Postcard,High,2,No,Medium,2,1,4,Yes,953.5,729.0,1780.0,130.0
No,Cash Back,Postcard,Medium,1,No,Medium,3,2,3,No,1357.25,1967.0,1035.0,932.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,907.5,1004.0,676.0,482.0
No,Points,Postcard,Low,1,No,High,2,2,4,No,667.75,539.0,428.0,517.0
No,Cash Back,Postcard,Low,1,No,Medium,1,1,2,Yes,1351.25,1693.0,867.0,826.0
No,Points,Letter,High,1,No,High,1,1,4,No,1188.25,844.0,1032.0,652.0
No,Air Miles,Letter,High,1,No,Low,2,1,2,Yes,722.0,854.0,423.0,505.0
No,Cash Back,Postcard,Low,1,No,High,3,1,4,Yes,168.25,182.0,247.0,57.0
No,Air Miles,Letter,High,1,Yes,Low,2,1,5,No,1172.75,992.0,579.0,930.0
No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,854.0,1215.0,654.0,561.0
No,Points,Letter,Low,1,No,High,1,2,4,Yes,1345.5,2100.0,1320.0,780.0
No,Air Miles,Letter,High,3,Yes,Low,3,1,4,Yes,902.25,1225.0,1301.0,316.0
No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,1405.5,2291.0,1559.0,732.0
No,Points,Postcard,Medium,1,No,High,1,1,4,No,939.5,750.0,1649.0,19.0
No,Air Miles,Postcard,Medium,1,No,Low,1,2,3,Yes,309.25,233.0,199.0,233.0
No,Air Miles,Letter,Low,1,No,High,2,2,3,Yes,737.5,705.0,183.0,662.0
No,Cash Back,Letter,Medium,2,No,High,2,1,2,Yes,1219.0,2147.0,1604.0,543.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,1186.5,2106.0,1797.0,309.0
No,Air Miles,Letter,High,1,No,Low,3,1,4,Yes,262.5,112.0,382.0,112.0
No,Cash Back,Postcard,Medium,2,No,High,3,2,4,Yes,1181.25,1201.0,1273.0,475.0
No,Cash Back,Postcard,Low,1,Yes,Low,3,1,3,Yes,1038.25,1762.0,1044.0,718.0
Yes,Air Miles,Letter,Medium,1,Yes,Medium,3,1,3,Yes,956.75,804.0,1498.0,207.0
No,Cash Back,Postcard,Low,3,No,High,3,1,6,Yes,1094.75,644.0,2014.0,155.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,2,No,994.5,438.0,1409.0,266.0
No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,784.75,854.0,447.0,546.0
No,Points,Letter,Low,1,No,High,3,1,4,Yes,793.0,1519.0,1404.0,115.0
No,Points,Letter,Low,1,No,High,2,1,4,No,306.75,235.0,230.0,227.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,1232.75,1490.0,990.0,580.0
No,Points,Letter,High,1,Yes,High,1,1,4,No,803.25,826.0,136.0,743.0
Yes,Air Miles,Postcard,Low,2,No,Low,2,1,4,Yes,1127.0,661.0,920.0,661.0
No,Air Miles,Postcard,High,2,No,High,2,1,5,No,1046.75,808.0,1723.0,270.0
No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,1033.5,803.0,804.0,644.0
No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,1284.75,1477.0,780.0,745.0
No,Air Miles,Letter,Low,2,No,High,3,2,4,Yes,764.0,748.0,161.0,688.0
No,Points,Letter,Medium,1,No,High,1,1,3,Yes,615.0,764.0,238.0,526.0
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,205.75,85.0,386.0,46.0
No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,1073.0,1206.0,1491.0,419.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,5,No,1212.25,1318.0,946.0,850.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,897.0,1800.0,1651.0,149.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,3,No,872.0,547.0,1698.0,33.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,1240.0,1204.0,170.0,1192.0
No,Cash Back,Postcard,Medium,2,No,Medium,1,1,4,Yes,1054.75,831.0,1176.0,499.0
No,Points,Letter,High,2,Yes,Medium,1,1,1,No,249.5,407.0,466.0,31.0
No,Points,Postcard,Low,1,No,Low,1,2,2,No,679.5,723.0,236.0,545.0
No,Cash Back,Letter,High,1,No,Low,2,1,4,Yes,1040.0,896.0,1440.0,162.0
No,Cash Back,Postcard,High,1,No,High,2,1,3,Yes,153.25,336.0,286.0,50.0
No,Points,Letter,Low,2,No,High,2,2,3,Yes,1364.0,1917.0,1069.0,848.0
No,Air Miles,Letter,Medium,1,Yes,High,3,1,3,No,1139.5,703.0,1566.0,300.0
No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1016.75,692.0,1436.0,438.0
No,Points,Letter,Low,2,No,Medium,2,1,2,No,1418.75,1201.0,1208.0,846.0
No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,1286.5,1571.0,1414.0,669.0
No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1267.0,858.0,1265.0,761.0
No,Points,Letter,Medium,2,No,High,2,1,3,Yes,890.5,1679.0,1451.0,228.0
No,Air Miles,Letter,High,2,No,High,2,1,2,Yes,874.5,1345.0,875.0,470.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,1,No,1097.25,2019.0,1689.0,330.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,5,Yes,1140.25,1135.0,599.0,822.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1379.25,2264.0,2172.0,92.0
No,Cash Back,Postcard,Low,2,No,High,2,1,3,Yes,930.0,1594.0,1303.0,291.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,2,Yes,925.75,623.0,1614.0,126.0
No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,1472.0,2083.0,1523.0,560.0
No,Points,Letter,High,1,No,High,2,2,3,Yes,1244.5,1995.0,1582.0,413.0
No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1109.25,1781.0,1157.0,624.0
No,Points,Postcard,Low,1,No,High,2,1,4,Yes,982.5,628.0,1660.0,243.0
No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1084.75,1395.0,1810.0,57.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,1219.25,1178.0,1375.0,496.0
No,Points,Postcard,Medium,1,No,High,3,1,4,Yes,1039.75,1537.0,1458.0,123.0
No,Points,Postcard,Medium,1,No,High,1,1,4,No,985.0,666.0,1322.0,362.0
No,Cash Back,Postcard,High,1,No,High,2,1,5,No,239.75,103.0,323.0,103.0
Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1257.75,1006.0,971.0,812.0
No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,No,950.0,916.0,1053.0,573.0
No,Cash Back,Postcard,High,1,No,Low,1,2,3,Yes,1223.25,1331.0,1347.0,492.0
No,Air Miles,Letter,High,1,Yes,High,2,2,4,No,258.0,99.0,328.0,99.0
No,Cash Back,Letter,High,1,No,Low,3,1,3,Yes,245.75,76.0,338.0,76.0
No,Cash Back,Letter,Low,1,No,High,2,2,4,No,1266.5,2014.0,1485.0,529.0
No,Points,Letter,High,1,No,Medium,1,1,3,Yes,695.25,676.0,305.0,594.0
No,Air Miles,Letter,Medium,2,No,Low,1,1,4,Yes,1226.25,1326.0,639.0,781.0
No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,855.0,942.0,880.0,500.0
No,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,1828.0,1756.0,208.0,1754.0
No,Air Miles,Postcard,Medium,2,Yes,High,2,2,5,No,903.5,974.0,1246.0,351.0
No,Air Miles,Postcard,Low,1,Yes,High,3,1,3,No,899.75,764.0,227.0,764.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,No,235.0,207.0,71.0,205.0
No,Points,Postcard,Medium,1,No,High,2,1,1,Yes,1198.0,1078.0,1846.0,92.0
No,Points,Letter,Medium,1,No,High,1,1,4,No,1052.25,1129.0,1374.0,196.0
No,Cash Back,Postcard,Medium,1,No,High,2,2,4,No,975.75,1313.0,708.0,609.0
No,Points,Letter,Medium,2,No,High,3,1,4,Yes,1121.5,1443.0,1669.0,45.0
No,Air Miles,Letter,High,2,No,High,1,2,4,Yes,165.25,259.0,198.0,61.0
Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,896.75,1001.0,675.0,422.0
No,Cash Back,Letter,High,1,No,Medium,1,1,3,No,870.5,1222.0,1285.0,213.0
No,Air Miles,Letter,Medium,2,No,High,2,1,2,Yes,211.75,247.0,443.0,36.0
No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,909.75,493.0,1467.0,106.0
No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1099.25,1763.0,1770.0,56.0
No,Cash Back,Postcard,Medium,2,Yes,Medium,3,1,3,No,987.0,686.0,673.0,686.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,936.25,975.0,486.0,721.0
No,Points,Letter,Medium,1,No,Low,2,1,3,No,1238.0,1754.0,1839.0,49.0
No,Cash Back,Postcard,Medium,2,No,High,1,1,2,Yes,1284.0,1097.0,1619.0,435.0
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1085.75,859.0,614.0,859.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,1010.0,556.0,1561.0,172.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,185.25,426.0,418.0,8.0
No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,884.0,876.0,252.0,739.0
No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,952.25,638.0,1770.0,53.0
No,Cash Back,Postcard,Medium,2,No,Medium,2,1,5,Yes,1029.0,825.0,1728.0,146.0
No,Cash Back,Postcard,Medium,2,No,Low,2,1,4,No,1223.0,1838.0,1131.0,707.0
No,Points,Postcard,Medium,1,Yes,High,1,1,5,Yes,141.5,200.0,195.0,5.0
No,Cash Back,Letter,Medium,1,Yes,Low,2,1,6,Yes,1111.75,1903.0,1635.0,268.0
No,Points,Letter,Low,2,No,Low,2,1,3,Yes,1162.25,1336.0,1415.0,428.0
No,Cash Back,Letter,Medium,2,No,High,2,1,3,No,654.75,582.0,407.0,530.0
No,Air Miles,Letter,Medium,1,No,Low,3,1,6,No,856.25,992.0,1452.0,283.0
No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,1560.0,1825.0,1032.0,793.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,5,No,1331.5,1273.0,940.0,1011.0
No,Air Miles,Letter,Medium,1,No,Low,3,2,3,Yes,1116.75,1280.0,1109.0,646.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,1281.25,1434.0,759.0,962.0
No,Air Miles,Letter,Medium,2,No,High,2,1,4,Yes,1210.0,1194.0,1448.0,616.0
No,Points,Postcard,Medium,2,No,High,2,1,4,No,1213.0,2161.0,1842.0,319.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,345.75,112.0,325.0,112.0
No,Cash Back,Letter,High,1,No,Medium,2,1,2,Yes,297.25,262.0,265.0,208.0
No,Points,Postcard,Medium,2,No,Low,2,1,6,Yes,1503.25,2088.0,1354.0,734.0
No,Points,Postcard,Medium,1,No,High,3,2,4,Yes,1327.0,1680.0,1105.0,763.0
No,Air Miles,Postcard,Medium,1,Yes,High,1,2,4,Yes,1071.25,571.0,1644.0,325.0
No,Points,Letter,Medium,1,Yes,Medium,2,2,3,Yes,1126.0,2051.0,1628.0,423.0
Yes,Points,Postcard,Low,1,No,Low,2,2,2,Yes,704.5,661.0,436.0,527.0
No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,923.0,488.0,808.0,488.0
No,Air Miles,Postcard,Low,2,No,Medium,1,1,5,No,1029.5,524.0,1535.0,376.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,1410.5,2179.0,1197.0,982.0
No,Points,Letter,Medium,1,No,Medium,3,1,4,Yes,1223.25,2018.0,1851.0,167.0
No,Points,Postcard,Medium,1,No,Medium,2,2,3,Yes,1172.25,1682.0,1828.0,242.0
No,Points,Letter,Medium,2,No,Low,1,1,4,No,716.5,560.0,331.0,560.0
No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,874.25,942.0,237.0,763.0
No,Air Miles,Postcard,High,1,Yes,High,2,1,3,Yes,1079.75,1761.0,1607.0,154.0
No,Air Miles,Postcard,Low,2,No,High,1,1,4,Yes,932.75,519.0,1529.0,184.0
No,Air Miles,Postcard,High,1,No,High,2,1,3,No,745.25,749.0,127.0,693.0
No,Air Miles,Postcard,High,2,No,Low,3,1,3,Yes,1044.75,865.0,1611.0,337.0
No,Cash Back,Letter,Medium,2,No,Low,2,2,4,Yes,971.0,833.0,1254.0,361.0
No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,1138.25,1090.0,1229.0,643.0
No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,Yes,775.0,696.0,444.0,506.0
No,Air Miles,Postcard,Medium,1,No,High,4,1,4,Yes,1282.75,1364.0,889.0,828.0
No,Air Miles,Letter,High,3,No,High,1,1,3,Yes,1299.0,1525.0,789.0,762.0
No,Points,Postcard,Medium,1,No,High,4,1,3,No,927.25,1063.0,1104.0,208.0
No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,1095.5,1319.0,567.0,752.0
No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,230.0,44.0,404.0,42.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,No,989.5,954.0,1806.0,28.0
No,Cash Back,Letter,High,1,No,Low,2,1,3,No,1045.25,740.0,1247.0,498.0
No,Cash Back,Letter,Low,1,No,High,3,2,3,No,1087.25,745.0,1537.0,348.0
No,Air Miles,Letter,Medium,2,No,Low,2,2,3,No,960.5,1003.0,1534.0,434.0
No,Air Miles,Letter,High,1,No,Low,2,1,5,No,936.0,1051.0,505.0,667.0
No,Cash Back,Letter,Low,1,No,Low,2,1,4,Yes,1157.0,1204.0,942.0,526.0
No,Points,Letter,High,1,No,Low,3,1,2,No,1057.0,985.0,1619.0,286.0
No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,931.75,629.0,1683.0,109.0
No,Points,Postcard,High,1,No,Medium,1,1,3,No,1020.5,717.0,1415.0,320.0
No,Air Miles,Postcard,High,1,Yes,Medium,1,1,4,Yes,944.0,1156.0,654.0,639.0
Yes,Points,Postcard,Medium,1,No,High,2,1,4,Yes,726.5,593.0,399.0,593.0
Yes,Points,Postcard,Medium,1,No,Low,2,3,2,Yes,1113.5,951.0,1499.0,468.0
